,YEAR,DISPOSITION_CHARGED_CLASS,MUNICIPALI,CASE_ID
3294,2019,1,Berwyn,649
3295,2019,1,Blue Island,244
3296,2019,1,Bridgeview,68
3297,2019,1,Broadview,8
3298,2019,1,Brookfield,4
3299,2019,1,Buffalo Grove,3
3300,2019,1,Burbank,18
3301,2019,1,Burnham,6
3302,2019,1,Burr Ridge,6
3303,2019,1,Calumet City,447
3304,2019,1,Calumet Park,140
3305,2019,1,Chicago,20499
3306,2019,1,Chicago Heights,61
3307,2019,1,Chicago Ridge,16
3308,2019,1,Cicero,247
3309,2019,1,Country Club Hills,189
3310,2019,1,Countryside,118
3311,2019,1,Crestwood,51
3312,2019,1,Des Plaines,407
3313,2019,1,Dixmoor,110
3314,2019,1,Dolton,603
3315,2019,1,Elgin,5
3316,2019,1,Elk Grove Village,35
3317,2019,1,Elmwood Park,39
3318,2019,1,Evanston,296
3319,2019,1,Evergreen Park,166
3320,2019,1,Ford Heights,32
3321,2019,1,Forest Park,146
3322,2019,1,Franklin Park,53
3323,2019,1,Glenview,789
3324,2019,1,Glenwood,60
3325,2019,1,Golf,3
3326,2019,1,Hanover Park,12
3327,2019,1,Harvey,569
3328,2019,1,Harwood Heights,87
3329,2019,1,Hazel Crest,23
3330,2019,1,Hickory Hills,12
3331,2019,1,Hillside,41
3332,2019,1,Hinsdale,6
3333,2019,1,Hodgkins,33
3334,2019,1,Hoffman Est,8
3335,2019,1,Hoffman Estates,61
3336,2019,1,Homewood,196
3337,2019,1,Justice,87
3338,2019,1,La Grange,15
3339,2019,1,La Grange Park,1
3340,2019,1,Lansing,184
3341,2019,1,Lemont,35
3342,2019,1,Lincolnwood,78
3343,2019,1,Lynwood,9
3344,2019,1,Markham,34
3345,2019,1,Matteson,935
3346,2019,1,Maywood,110
3347,2019,1,Melrose Park,181
3348,2019,1,Midlothian,164
3349,2019,1,Morton Grove,13
3350,2019,1,Mount Prospect,82
3351,2019,1,N Riverside,3
3352,2019,1,Niles,23
3353,2019,1,Norridge,34
3354,2019,1,North Riverside,22
3355,2019,1,Northbrook,30
3356,2019,1,Northfield,30
3357,2019,1,Northlake,21
3358,2019,1,Oak Forest,64
3359,2019,1,Oak Lawn,665
3360,2019,1,Oak Park,130
3361,2019,1,Olympia Fields,7
3362,2019,1,Orland Park,149
3363,2019,1,Palatine,142
3364,2019,1,Palos Hills,3
3365,2019,1,Park Forest,95
3366,2019,1,Park Ridge,2
3367,2019,1,Posen,68
3368,2019,1,Prospect Heights,21
3369,2019,1,Richton Park,222
3370,2019,1,River Forest,4
3371,2019,1,River Grove,13
3372,2019,1,Riverdale,279
3373,2019,1,Riverside,20
3374,2019,1,Robbins,91
3375,2019,1,Rolling Meadows,36
3376,2019,1,Rosemont,31
3377,2019,1,S Chicago Heights,9
3378,2019,1,Sauk Village,604
3379,2019,1,Schaumburg,97
3380,2019,1,Schiller Park,44
3381,2019,1,Skokie,107
3382,2019,1,South Barrington,11
3383,2019,1,South Holland,137
3384,2019,1,Steger,10
3385,2019,1,Stickney,11
3386,2019,1,Stone Park,5
3387,2019,1,Streamwood,37
3388,2019,1,Summit,84
3389,2019,1,Summit Argo,132
3390,2019,1,Thornton,6
3391,2019,1,Tinley Park,23
3392,2019,1,Westchester,12
3393,2019,1,Western Springs,30
3394,2019,1,Wheeling,180
3395,2019,1,Willow Springs,1
3396,2019,1,Wilmette,15
3397,2019,1,Worth,34
3398,2019,2,Alsip,277
3399,2019,2,Arlington Heights,954
3400,2019,2,Barrington,429
3401,2019,2,Bartlett,14
3402,2019,2,Bedford Park,47
3403,2019,2,Bellwood,314
3404,2019,2,Berkeley,300
3405,2019,2,Berwyn,651
3406,2019,2,Blue Island,2184
3407,2019,2,Bridgeview,514
3408,2019,2,Broadview,216
3409,2019,2,Brookfield,35
3410,2019,2,Buffalo Grove,408
3411,2019,2,Burbank,445
3412,2019,2,Burnham,126
3413,2019,2,Burr Ridge,6
3414,2019,2,Calumet City,2476
3415,2019,2,Calumet Park,229
3416,2019,2,Chicago,110319
3417,2019,2,Chicago Heights,995
3418,2019,2,Chicago Ridge,699
3419,2019,2,Cicero,706
3420,2019,2,Cntry Clb Hls,24
3421,2019,2,Country Club Hills,1143
3422,2019,2,Countryside,166
3423,2019,2,Crestwood,29
3424,2019,2,Deerfield,16
3425,2019,2,Des Plaines,756
3426,2019,2,Dixmoor,30
3427,2019,2,Dolton,1419
3428,2019,2,Downers Grove,1
3429,2019,2,East Hazel Crest,48
3430,2019,2,Elgin,84
3431,2019,2,Elk Grove Village,261
3432,2019,2,Elmwood Park,174
3433,2019,2,Evanston,2346
3434,2019,2,Evergreen Park,1414
3435,2019,2,Flossmoor,49
3436,2019,2,Ford Heights,891
3437,2019,2,Forest Park,325
3438,2019,2,Franklin Park,587
3439,2019,2,Glencoe,3
3440,2019,2,Glenview,2178
3441,2019,2,Glenwood,283
3442,2019,2,Hanover Park,226
3443,2019,2,Harvey,3190
3444,2019,2,Harwood Heights,138
3445,2019,2,Hazel Crest,464
3446,2019,2,Hickory Hills,152
3447,2019,2,Hillside,1545
3448,2019,2,Hinsdale,5
3449,2019,2,Hodgkins,1004
3450,2019,2,Hoffman Est,9
3451,2019,2,Hoffman Estates,396
3452,2019,2,Hometown,114
3453,2019,2,Homewood,579
3454,2019,2,Indian Head Park,2501
3455,2019,2,Justice,90
3456,2019,2,La Grange,159
3457,2019,2,La Grange Park,12
3458,2019,2,Lansing,700
3459,2019,2,Lemont,44
3460,2019,2,Lincolnwood,141
3461,2019,2,Lombard,1
3462,2019,2,Lynwood,48
3463,2019,2,Lyons,68
3464,2019,2,Markham,1049
3465,2019,2,Matteson,1096
3466,2019,2,Maywood,1042
3467,2019,2,Mc Cook,30
3468,2019,2,Melrose Park,627
3469,2019,2,Merrionette Park,5
3470,2019,2,Midlothian,127
3471,2019,2,Morton Grove,136
3472,2019,2,Mount Prospect,163
3473,2019,2,Mt Prospect,3
3474,2019,2,Niles,1829
3475,2019,2,Norridge,157
3476,2019,2,North Riverside,35
3477,2019,2,Northbrook,79
3478,2019,2,Northfield,331
3479,2019,2,Northlake,195
3480,2019,2,Oak Brook,40
3481,2019,2,Oak Forest,372
3482,2019,2,Oak Lawn,2180
3483,2019,2,Oak Park,614
3484,2019,2,Olympia Fields,84
3485,2019,2,Orland Hills,1
3486,2019,2,Orland Park,1755
3487,2019,2,Palatine,1997
3488,2019,2,Palos Heights,217
3489,2019,2,Palos Hills,48
3490,2019,2,Palos Park,3
3491,2019,2,Park Forest,907
3492,2019,2,Park Ridge,24
3493,2019,2,Phoenix,37
3494,2019,2,Posen,225
3495,2019,2,Prospect Heights,99
3496,2019,2,Richton Park,122
3497,2019,2,River Forest,166
3498,2019,2,River Grove,12
3499,2019,2,Riverdale,1113
3500,2019,2,Riverside,25
3501,2019,2,Robbins,300
3502,2019,2,Rolling Mdws,24
3503,2019,2,Rolling Meadows,285
3504,2019,2,Rosemont,764
3505,2019,2,S Barrington,13
3506,2019,2,S Chicago Heights,41
3507,2019,2,Sauk Village,10944
3508,2019,2,Schaumburg,536
3509,2019,2,Schiller Park,528
3510,2019,2,Skokie,515
3511,2019,2,South Barrington,258
3512,2019,2,South Chicago Heights,83
3513,2019,2,South Holland,1598
3514,2019,2,Steger,33
3515,2019,2,Stickney,35
3516,2019,2,Stone Park,41
3517,2019,2,Streamwood,186
3518,2019,2,Summit,131
3519,2019,2,Thornton,40
3520,2019,2,Tinley Park,431
3521,2019,2,Warren,14
3522,2019,2,Westchester,15
3523,2019,2,Western Springs,96
3524,2019,2,Wheeling,505
3525,2019,2,Willow Springs,20
3526,2019,2,Wilmette,115
3527,2019,2,Winnetka,27
3528,2019,2,Worth,162
3529,2019,3,Alsip,328
3530,2019,3,Arlington Heights,334
3531,2019,3,Barrington,960
3532,2019,3,Bartlett,61
3533,2019,3,Bedford Park,49
3534,2019,3,Bellwood,103
3535,2019,3,Berkeley,184
3536,2019,3,Berwyn,222
3537,2019,3,Blue Island,885
3538,2019,3,Bolingbrook,2
3539,2019,3,Bridgeview,1897
3540,2019,3,Broadview,65
3541,2019,3,Brookfield,2
3542,2019,3,Buffalo Grove,96
3543,2019,3,Burbank,262
3544,2019,3,Burnham,152
3545,2019,3,Burr Ridge,5
3546,2019,3,Calumet City,1019
3547,2019,3,Calumet Park,58
3548,2019,3,Chicago,37468
3549,2019,3,Chicago Heights,464
3550,2019,3,Chicago Ridge,195
3551,2019,3,Cicero,283
3552,2019,3,Cntry Clb Hls,6
3553,2019,3,Country Club Hills,368
3554,2019,3,Countryside,191
3555,2019,3,Crestwood,121
3556,2019,3,Deerfield,99
3557,2019,3,Des Plaines,890
3558,2019,3,Dixmoor,5
3559,2019,3,Dolton,2276
3560,2019,3,East Hazel Crest,49
3561,2019,3,Elgin,23
3562,2019,3,Elk Grove Village,386
3563,2019,3,Elmwood,4
3564,2019,3,Elmwood Park,737
3565,2019,3,Evanston,2561
3566,2019,3,Evergreen Park,992
3567,2019,3,Flossmoor,554
3568,2019,3,Ford Heights,125
3569,2019,3,Forest Park,312
3570,2019,3,Forestview,4
3571,2019,3,Franklin Park,62
3572,2019,3,Glenview,1312
3573,2019,3,Glenwood,109
3574,2019,3,Golf,3
3575,2019,3,Hanover Park,71
3576,2019,3,Harvey,836
3577,2019,3,Harwood Heights,277
3578,2019,3,Harwood Hgts,1
3579,2019,3,Hazel Crest,101
3580,2019,3,Hickory Hills,280
3581,2019,3,Hillside,146
3582,2019,3,Hinsdale,2
3583,2019,3,Hodgkins,184
3584,2019,3,Hoffman Estates,246
3585,2019,3,Hometown,50
3586,2019,3,Homewood,3893
3587,2019,3,Indian Head Park,2
3588,2019,3,Justice,41
3589,2019,3,La Grange,299
3590,2019,3,La Grange Park,5
3591,2019,3,Lansing,423
3592,2019,3,Lemont,115
3593,2019,3,Lincolnwood,227
3594,2019,3,Lynwood,14
3595,2019,3,Lyons,41
3596,2019,3,Markham,90
3597,2019,3,Matteson,6711
3598,2019,3,Maywood,207
3599,2019,3,Mc Cook,14
3600,2019,3,Melrose Park,222
3601,2019,3,Merrionette Park,2
3602,2019,3,Midlothian,319
3603,2019,3,Morton Grove,108
3604,2019,3,Mount Prospect,1118
3605,2019,3,Mt Prospect,4
3606,2019,3,N Riverside,3
3607,2019,3,Niles,3436
3608,2019,3,Norridge,176
3609,2019,3,North Riverside,38
3610,2019,3,Northbrook,274
3611,2019,3,Northfield,226
3612,2019,3,Northlake,55
3613,2019,3,Oak Brook,16
3614,2019,3,Oak Forest,498
3615,2019,3,Oak Lawn,2711
3616,2019,3,Oak Park,444
3617,2019,3,Olympia Fields,42
3618,2019,3,Orland Hills,1
3619,2019,3,Orland Park,4599
3620,2019,3,Palatine,1366
3621,2019,3,Palos Heights,290
3622,2019,3,Palos Hills,22
3623,2019,3,Palos Park,1
3624,2019,3,Park Forest,238
3625,2019,3,Park Ridge,12
3626,2019,3,Phoenix,70
3627,2019,3,Posen,547
3628,2019,3,Prospect Heights,70
3629,2019,3,Richton Park,847
3630,2019,3,River Forest,32
3631,2019,3,River Grove,16
3632,2019,3,Riverdale,242
3633,2019,3,Riverside,2
3634,2019,3,Robbins,220
3635,2019,3,Rolling Meadows,214
3636,2019,3,Roselle,4
3637,2019,3,Rosemont,560
3638,2019,3,S Barrington,94
3639,2019,3,S Chicago Heights,346
3640,2019,3,Sauget,1
3641,2019,3,Sauk Village,20197
3642,2019,3,Schaumburg,431
3643,2019,3,Schiller Park,73
3644,2019,3,Skokie,699
3645,2019,3,South Barrington,436
3646,2019,3,South Bend,1
3647,2019,3,South Chicago Heights,9
3648,2019,3,South Holland,247
3649,2019,3,Steger,8
3650,2019,3,Stickney,17
3651,2019,3,Stone Park,18
3652,2019,3,Streamwood,170
3653,2019,3,Summit,95
3654,2019,3,Thornton,6
3655,2019,3,Tinley Park,232
3656,2019,3,Warren,126
3657,2019,3,Westchester,17
3658,2019,3,Wheeling,375
3659,2019,3,Willow Springs,65
3660,2019,3,Wilmette,76
3661,2019,3,Winnetka,63
3662,2019,3,Worth,164
3663,2019,4,Alsip,796
3664,2019,4,Arlington Heights,1434
3665,2019,4,Barrington,1228
3666,2019,4,Barrington Hills,20
3667,2019,4,Bartlett,14
3668,2019,4,Bedford Park,64
3669,2019,4,Bellwood,814
3670,2019,4,Berkeley,25
3671,2019,4,Berwyn,939
3672,2019,4,Blue Island,530
3673,2019,4,Bolingbrook,2
3674,2019,4,Braidwood,2
3675,2019,4,Bridgeview,412
3676,2019,4,Broadview,135
3677,2019,4,Brookfield,7
3678,2019,4,Buffalo Grove,245
3679,2019,4,Burbank,665
3680,2019,4,Burnham,70
3681,2019,4,Burr Ridge,16
3682,2019,4,Calumet City,1637
3683,2019,4,Calumet Park,200
3684,2019,4,Chicago,114901
3685,2019,4,Chicago Heights,1284
3686,2019,4,Chicago Hts,1
3687,2019,4,Chicago Ridge,281
3688,2019,4,Cicero,1323
3689,2019,4,Cntry Clb Hls,22
3690,2019,4,Country Club Hills,204
3691,2019,4,Countryside,592
3692,2019,4,Crestwood,63
3693,2019,4,Deerfield,35
3694,2019,4,Des Plaines,728
3695,2019,4,Dixmoor,340
3696,2019,4,Dolton,1160
3697,2019,4,East Hazel Crest,175
3698,2019,4,Elgin,201
3699,2019,4,Elk Grove Village,200
3700,2019,4,Elmwood Park,252
3701,2019,4,Evanston,1764
3702,2019,4,Evergreen Park,1379
3703,2019,4,Evergreen Pk,1
3704,2019,4,Flossmoor,263
3705,2019,4,Ford Heights,201
3706,2019,4,Forest City,4
3707,2019,4,Forest Park,222
3708,2019,4,Forestview,5
3709,2019,4,Franklin Park,362
3710,2019,4,Glencoe,2
3711,2019,4,Glenview,335
3712,2019,4,Glenwood,159
3713,2019,4,Hanover Park,476
3714,2019,4,Harvey,2066
3715,2019,4,Harwood Heights,214
3716,2019,4,Hazel Crest,155
3717,2019,4,Hickory Hills,96
3718,2019,4,Hillside,4852
3719,2019,4,Hinsdale,37
3720,2019,4,Hodgkins,180
3721,2019,4,Hoffman Est,7
3722,2019,4,Hoffman Estates,566
3723,2019,4,Hometown,391
3724,2019,4,Homewood,1117
3725,2019,4,Indian Head Park,1
3726,2019,4,Indianhead Park,1
3727,2019,4,Inverness,2
3728,2019,4,Justice,271
3729,2019,4,La Grange,476
3730,2019,4,La Grange Park,26
3731,2019,4,La Grange Pk,1
3732,2019,4,Lansing,1242
3733,2019,4,Lawrence,1
3734,2019,4,Lemont,240
3735,2019,4,Lincolnwood,907
3736,2019,4,Lynwood,177
3737,2019,4,Lyons,28
3738,2019,4,Markham,512
3739,2019,4,Matteson,470
3740,2019,4,Maywood,337
3741,2019,4,Mc Cook,128
3742,2019,4,Melrose Park,419
3743,2019,4,Merrionette Park,71
3744,2019,4,Midlothian,928
3745,2019,4,Morton Grove,189
3746,2019,4,Mount Prospect,517
3747,2019,4,Mt Prospect,3
3748,2019,4,N Riverside,1
3749,2019,4,Niles,429
3750,2019,4,Norridge,103
3751,2019,4,North Riverside,71
3752,2019,4,Northbrook,324
3753,2019,4,Northfield,69
3754,2019,4,Northlake,110
3755,2019,4,Oak Brook,8
3756,2019,4,Oak Forest,192
3757,2019,4,Oak Lawn,2689
3758,2019,4,Oak Park,433
3759,2019,4,Olympia Fields,17
3760,2019,4,Orland Hills,1
3761,2019,4,Orland Park,2373
3762,2019,4,Palatine,846
3763,2019,4,Palos Heights,147
3764,2019,4,Palos Hills,102
3765,2019,4,Palos Park,8
3766,2019,4,Park Forest,352
3767,2019,4,Park Ridge,24
3768,2019,4,Phoenix,4
3769,2019,4,Posen,282
3770,2019,4,Prospect Heights,401
3771,2019,4,Prospect Hts,2
3772,2019,4,Richton Park,644
3773,2019,4,River Forest,200
3774,2019,4,River Grove,97
3775,2019,4,Riverdale,245
3776,2019,4,Riverside,48
3777,2019,4,Robbins,743
3778,2019,4,Rolling Meadows,384
3779,2019,4,Rosemont,836
3780,2019,4,S Barrington,67
3781,2019,4,S Chicago Heights,89
3782,2019,4,Sauk Village,363
3783,2019,4,Schaumburg,590
3784,2019,4,Schiller Park,1104
3785,2019,4,Skokie,669
3786,2019,4,South Barrington,49
3787,2019,4,South Chicago Heights,22
3788,2019,4,South Holland,408
3789,2019,4,Steger,26
3790,2019,4,Stickney,13
3791,2019,4,Stone Park,58
3792,2019,4,Streamwood,384
3793,2019,4,Summit,489
3794,2019,4,Summit Argo,12
3795,2019,4,Thornton,8
3796,2019,4,Tinley Park,412
3797,2019,4,Warren,56
3798,2019,4,Westchester,35
3799,2019,4,Western Springs,4
3800,2019,4,Wheaton,1
3801,2019,4,Wheeling,525
3802,2019,4,Willow Springs,39
3803,2019,4,Wilmette,186
3804,2019,4,Winnetka,33
3805,2019,4,Worth,178
3806,2019,A,Alsip,19
3807,2019,A,Arlington Heights,54
3808,2019,A,Arlington Hts,1
3809,2019,A,Barrington,5
3810,2019,A,Bartlett,11
3811,2019,A,Bedford Park,4
3812,2019,A,Bellwood,27
3813,2019,A,Berkeley,6
3814,2019,A,Berwyn,37
3815,2019,A,Blue Island,96
3816,2019,A,Braidwood,2
3817,2019,A,Bridgeview,7
3818,2019,A,Broadview,11
3819,2019,A,Brookfield,11
3820,2019,A,Buffalo Grove,5
3821,2019,A,Burbank,24
3822,2019,A,Burnham,1
3823,2019,A,Calumet City,34
3824,2019,A,Calumet Park,3
3825,2019,A,Chicago,3862
3826,2019,A,Chicago Heights,66
3827,2019,A,Chicago Ridge,4
3828,2019,A,Cicero,143
3829,2019,A,Country Club Hills,15
3830,2019,A,Countryside,4
3831,2019,A,Crestwood,7
3832,2019,A,Des Plaines,28
3833,2019,A,Dolton,31
3834,2019,A,East Hazel Crest,4
3835,2019,A,Elgin,8
3836,2019,A,Elk Grove Village,36
3837,2019,A,Elmhurst,1
3838,2019,A,Elmwood Park,26
3839,2019,A,Evanston,24
3840,2019,A,Evergreen Park,11
3841,2019,A,Flossmoor,1
3842,2019,A,Ford Heights,2
3843,2019,A,Forest Park,24
3844,2019,A,Franklin Park,55
3845,2019,A,Glenview,7
3846,2019,A,Glenwood,8
3847,2019,A,Hanover Park,85
3848,2019,A,Harvey,100
3849,2019,A,Harwood Heights,8
3850,2019,A,Hazel Crest,5
3851,2019,A,Hillside,15
3852,2019,A,Hoffman Estates,32
3853,2019,A,Homewood,31
3854,2019,A,Indian Head Park,2
3855,2019,A,Indianhead Park,1
3856,2019,A,Ingleside,2
3857,2019,A,Inverness,2
3858,2019,A,Justice,5
3859,2019,A,La Grange,3
3860,2019,A,Lansing,20
3861,2019,A,Lemont,12
3862,2019,A,Lincolnwood,19
3863,2019,A,Lynwood,4
3864,2019,A,Lyons,4
3865,2019,A,Markham,22
3866,2019,A,Matteson,25
3867,2019,A,Maywood,55
3868,2019,A,Melrose Park,43
3869,2019,A,Midlothian,23
3870,2019,A,Morton Grove,7
3871,2019,A,Mount Prospect,46
3872,2019,A,Niles,18
3873,2019,A,Norridge,43
3874,2019,A,North Riverside,16
3875,2019,A,Northbrook,4
3876,2019,A,Northlake,21
3877,2019,A,Oak Forest,8
3878,2019,A,Oak Lawn,32
3879,2019,A,Oak Park,32
3880,2019,A,Olympia Fields,1
3881,2019,A,Orland Hills,1
3882,2019,A,Orland Park,45
3883,2019,A,Palatine,253
3884,2019,A,Palos Heights,10
3885,2019,A,Palos Hills,13
3886,2019,A,Palos Park,1
3887,2019,A,Park Forest,11
3888,2019,A,Park Ridge,4
3889,2019,A,Posen,12
3890,2019,A,Prospect Heights,9
3891,2019,A,Prospect Hts,2
3892,2019,A,Richton Park,11
3893,2019,A,River Forest,9
3894,2019,A,River Grove,6
3895,2019,A,Riverdale,4
3896,2019,A,Riverside,8
3897,2019,A,Robbins,20
3898,2019,A,Rolling Meadows,18
3899,2019,A,Rosemont,200
3900,2019,A,S Chicago Heights,22
3901,2019,A,Sauk Village,12
3902,2019,A,Schaumburg,44
3903,2019,A,Schiller Park,50
3904,2019,A,Skokie,48
3905,2019,A,South Barrington,9
3906,2019,A,South Chicago Heights,9
3907,2019,A,South Holland,9
3908,2019,A,Stickney,2
3909,2019,A,Stone Park,7
3910,2019,A,Streamwood,50
3911,2019,A,Summit,2
3912,2019,A,Tinley Park,5
3913,2019,A,Westchester,12
3914,2019,A,Wheeling,31
3915,2019,A,Wilmette,4
3916,2019,A,Worth,4
3917,2019,B,Alsip,2
3918,2019,B,Bellwood,1
3919,2019,B,Berwyn,1
3920,2019,B,Burbank,3
3921,2019,B,Calumet City,1
3922,2019,B,Chicago,150
3923,2019,B,Chicago Heights,1
3924,2019,B,Country Club Hills,3
3925,2019,B,Homewood,3
3926,2019,B,Melrose Park,2
3927,2019,B,Midlothian,1
3928,2019,B,Riverdale,1
3929,2019,B,Sauk Village,3
3930,2019,B,South Chicago Heights,1
3931,2019,B,Streamwood,6
3932,2019,C,Bellwood,2
3933,2019,C,Berwyn,17
3934,2019,C,Chicago,81
3935,2019,C,Chicago Ridge,10
3936,2019,C,Cicero,1
3937,2019,C,Des Plaines,18
3938,2019,C,Evanston,1
3939,2019,C,Hickory Hills,1
3940,2019,C,Matteson,2
3941,2019,C,Melrose Park,2
3942,2019,C,Midlothian,5
3943,2019,C,Mount Prospect,2
3944,2019,C,Oak Lawn,1
3945,2019,C,Posen,6
3946,2019,C,Riverside,2
3947,2019,C,Rosemont,4
3948,2019,C,Skokie,1
3949,2019,C,Westchester,1
3950,2019,M,Bedford Park,29
3951,2019,M,Berwyn,4
3952,2019,M,Blue Island,240
3953,2019,M,Calumet City,218
3954,2019,M,Calumet Park,437
3955,2019,M,Chicago,85816
3956,2019,M,Chicago Heights,64
3957,2019,M,Cicero,168
3958,2019,M,Des Plaines,144
3959,2019,M,Dixmoor,1540
3960,2019,M,Dolton,64
3961,2019,M,Elk Grove Village,48
3962,2019,M,Evanston,30
3963,2019,M,Harvey,80
3964,2019,M,Lansing,56
3965,2019,M,Oak Forest,4
3966,2019,M,Orland Park,64
3967,2019,M,Park Forest,48
3968,2019,M,Riverdale,420
3969,2019,M,Robbins,114
3970,2019,M,Sauk Village,252
3971,2019,M,Schiller Park,210
3972,2019,M,South Holland,160
3973,2019,O,Streamwood,2
3974,2019,P,Chicago,10
3975,2019,X,Alsip,88
3976,2019,X,Arlington Heights,425
3977,2019,X,Bellwood,162
3978,2019,X,Berkeley,22
3979,2019,X,Berwyn,646
3980,2019,X,Blue Island,852
3981,2019,X,Bridgeview,291
3982,2019,X,Broadview,522
3983,2019,X,Burbank,26
3984,2019,X,Burnham,3
3985,2019,X,Burr Ridge,3
3986,2019,X,Calumet City,1887
3987,2019,X,Calumet Park,105
3988,2019,X,Chicago,68968
3989,2019,X,Chicago Heights,318
3990,2019,X,Chicago Ridge,54
3991,2019,X,Cicero,340
3992,2019,X,Country Club Hills,1066
3993,2019,X,Countryside,2
3994,2019,X,Crestwood,81
3995,2019,X,Deerfield,1
3996,2019,X,Des Plaines,770
3997,2019,X,Dixmoor,1058
3998,2019,X,Dolton,4200
3999,2019,X,East Hazel Crest,93
4000,2019,X,Elgin,23
4001,2019,X,Elk Grove Village,26
4002,2019,X,Elmwood Park,48
4003,2019,X,Evanston,1016
4004,2019,X,Evergreen Park,227
4005,2019,X,Flossmoor,4
4006,2019,X,Ford Heights,427
4007,2019,X,Forest Park,151
4008,2019,X,Franklin Park,78
4009,2019,X,Glenview,371
4010,2019,X,Glenwood,52
4011,2019,X,Golf,3
4012,2019,X,Hanover Park,2
4013,2019,X,Harvey,2309
4014,2019,X,Hazel Crest,88
4015,2019,X,Hickory Hills,108
4016,2019,X,Hillside,350
4017,2019,X,Hoffman Est,2
4018,2019,X,Hoffman Estates,141
4019,2019,X,Homewood,638
4020,2019,X,Justice,53
4021,2019,X,La Grange,333
4022,2019,X,Lansing,188
4023,2019,X,Lemont,4
4024,2019,X,Lincolnwood,162
4025,2019,X,Lynwood,9
4026,2019,X,Lyons,10
4027,2019,X,Markham,74
4028,2019,X,Matteson,222
4029,2019,X,Maywood,227
4030,2019,X,Melrose Park,258
4031,2019,X,Midlothian,45
4032,2019,X,Minneapolis,11
4033,2019,X,Mount Prospect,154
4034,2019,X,N Riverside,6
4035,2019,X,Niles,1
4036,2019,X,Norridge,22
4037,2019,X,Northbrook,23
4038,2019,X,Northfield,12
4039,2019,X,Northlake,29
4040,2019,X,Oak Forest,432
4041,2019,X,Oak Lawn,670
4042,2019,X,Oak Park,259
4043,2019,X,Olympia Fields,6
4044,2019,X,Orland Park,211
4045,2019,X,Palatine,783
4046,2019,X,Park Forest,793
4047,2019,X,Park Ridge,6
4048,2019,X,Phoenix,209
4049,2019,X,Prospect Heights,26
4050,2019,X,Richton Park,386
4051,2019,X,River Forest,4
4052,2019,X,Riverdale,549
4053,2019,X,Riverside,22
4054,2019,X,Robbins,315
4055,2019,X,Rolling Mdws,12
4056,2019,X,Rolling Meadows,7
4057,2019,X,Rosemont,13
4058,2019,X,S Chicago Heights,128
4059,2019,X,Sauk Village,582
4060,2019,X,Schaumburg,150
4061,2019,X,Schiller Park,228
4062,2019,X,Skokie,141
4063,2019,X,South Chicago Heights,4
4064,2019,X,South Holland,628
4065,2019,X,Stickney,7
4066,2019,X,Stone Park,7
4067,2019,X,Streamwood,36
4068,2019,X,Summit,272
4069,2019,X,Thornton,12
4070,2019,X,Tinley Park,30
4071,2019,X,Western Springs,27
4072,2019,X,Wheeling,321
4073,2019,X,Wilmette,12
4074,2019,X,Worth,6
4075,2019,Z,Chicago,3
4076,2019,Z,Chicago Heights,1
